ts,f_uid,bb_uid,DE3,cce_uid,DE7,DE0,DE1,DY0,MN0,VO1,VO2,VO3,W0,PP0,MN2,MN3,CO0,AL,AA
1587581945,14D-1179,,,CCE-id-1234,96.57,88.64,-58.21,876,4,441.0,847.9,10.9,7738.9,66.3,2,3,165,77004151,28945066
1587582645,14D-1179,bbid-2056x,-61.48,,,,,,,,,,,,,,,,
1587582545,14D-1179,,,CCE-id-1234,-35.0,-13.93,74.22,454,2,386.5,369.6,48.3,7183.8,45.3,5,5,176,62107333,31717040
1587583245,14D-1179,bbid-2056x,-42.4,,,,,,,,,,,,,,,,
1587583145,14D-1179,,,CCE-id-1234,81.84,-79.48,-58.84,776,8,157.3,468.2,39.5,1888.2,99.4,9,7,66,51724177,42597916
1587583845,14D-1179,bbid-2056x,72.48,,,,,,,,,,,,,,,,
1587583745,14D-1179,,,CCE-id-1234,-45.68,78.95,-27.98,731,5,217.0,92.1,69.2,8062.7,262.1,8,9,147,24237896,74416472
1587584445,14D-1179,bbid-2056x,-90.16,,,,,,,,,,,,,,,,
1587584345,14D-1179,,,CCE-id-1234,12.37,91.32,-88.45,718,5,419.1,30.8,69.9,7184.6,51.6,10,10,46,63141269,52931345
1587585045,14D-1179,bbid-2056x,-82.63,,,,,,,,,,,,,,,,
1587584945,14D-1179,,,CCE-id-1234,87.87,-46.94,-69.58,106,10,453.4,207.2,44.8,5100.5,209.5,5,2,241,88830061,58083872
1587585645,14D-1179,bbid-2056x,53.66,,,,,,,,,,,,,,,,
1587585545,14D-1179,,,CCE-id-1234,-6.24,-6.7,53.19,217,6,39.4,120.7,58.4,5475.2,33.2,2,2,231,55556544,63840024
1587586245,14D-1179,bbid-2056x,19.35,,,,,,,,,,,,,,,,
1587586145,14D-1179,,,CCE-id-1234,-47.56,41.36,51.5,233,7,282.5,805.6,72.5,9916.0,257.6,4,5,130,12854023,76496555
1587586845,14D-1179,bbid-2056x,55.4,,,,,,,,,,,,,,,,
1587586745,14D-1179,,,CCE-id-1234,-27.5,-83.15,-97.43,719,9,232.4,63.2,28.0,9385.9,35.0,3,3,114,80045713,41143500
1587587445,14D-1179,bbid-2056x,38.78,,,,,,,,,,,,,,,,
1587587345,14D-1179,,,CCE-id-1234,-93.93,-82.55,-57.7,409,4,333.0,554.1,77.4,9779.0,207.8,1,10,226,20237363,40472076
1587588045,14D-1179,bbid-2056x,4.27,,,,,,,,,,,,,,,,
1587587945,14D-1179,,,CCE-id-1234,-4.89,-16.65,15.3,139,8,526.4,790.8,95.5,3906.4,289.0,8,4,198,51019219,75264118
1587588645,14D-1179,bbid-2056x,89.47,,,,,,,,,,,,,,,,
1587588545,14D-1179,,,CCE-id-1234,-38.68,80.2,-82.39,536,0,268.6,875.0,8.4,7565.8,161.7,2,8,240,10065168,48242169
1587589245,14D-1179,bbid-2056x,-94.43,,,,,,,,,,,,,,,,
1587589145,14D-1179,,,CCE-id-1234,79.8,84.71,-14.66,375,7,513.7,557.3,53.9,4577.2,180.0,8,2,237,14994805,44712169
1587589845,14D-1179,bbid-2056x,1.96,,,,,,,,,,,,,,,,
1587589745,14D-1179,,,CCE-id-1234,42.64,-2.37,12.91,980,9,585.7,683.9,5.7,1597.3,258.5,3,7,99,27175200,54284496
1587590445,14D-1179,bbid-2056x,-65.59,,,,,,,,,,,,,,,,
1587590345,14D-1179,,,CCE-id-1234,-52.74,16.75,81.52,825,7,327.2,733.5,17.6,6606.8,19.9,6,6,198,56746464,27533307
1587591045,14D-1179,bbid-2056x,46.34,,,,,,,,,,,,,,,,
1587590945,14D-1179,,,CCE-id-1234,31.69,-93.23,-67.11,370,3,348.2,127.1,72.3,1070.6,175.9,9,5,212,81525037,23250613
1587591645,14D-1179,bbid-2056x,-67.14,,,,,,,,,,,,,,,,
1587591545,14D-1179,,,CCE-id-1234,88.18,-31.4,38.22,650,7,338.6,774.1,68.9,2900.5,42.1,2,5,138,33892878,14292155
1587592245,14D-1179,bbid-2056x,72.87,,,,,,,,,,,,,,,,
1587592145,14D-1179,,,CCE-id-1234,-29.74,78.67,15.36,568,5,482.8,189.0,34.8,8013.4,116.5,3,5,167,66450546,24063618
1587592845,14D-1179,bbid-2056x,-17.4,,,,,,,,,,,,,,,,
1587592745,14D-1179,,,CCE-id-1234,20.15,-59.81,-94.89,802,9,214.9,95.3,8.1,5155.6,283.2,7,2,205,48482517,66508506
1587593445,14D-1179,bbid-2056x,58.61,,,,,,,,,,,,,,,,
1587593345,14D-1179,,,CCE-id-1234,97.11,-93.64,53.6,586,1,499.9,60.0,43.2,5486.3,228.4,4,6,198,68308307,67310023
1587594045,14D-1179,bbid-2056x,52.89,,,,,,,,,,,,,,,,
1587593945,14D-1179,,,CCE-id-1234,-94.79,3.95,97.73,868,2,388.6,384.7,72.3,1907.0,21.6,3,7,1,10763887,85371873
1587594645,14D-1179,bbid-2056x,45.98,,,,,,,,,,,,,,,,
1587594545,14D-1179,,,CCE-id-1234,-41.78,-79.23,-6.9,130,6,566.4,421.7,65.0,5412.6,290.9,3,10,245,82261273,63480506
1587595245,14D-1179,bbid-2056x,-87.73,,,,,,,,,,,,,,,,
1587595145,14D-1179,,,CCE-id-1234,-15.28,-4.11,98.9,134,5,166.9,684.7,95.1,8026.9,294.9,5,2,182,34846517,90317140
1587595845,14D-1179,bbid-2056x,-78.0,,,,,,,,,,,,,,,,
1587595745,14D-1179,,,CCE-id-1234,2.17,-96.24,-86.86,412,6,469.4,502.1,26.6,9658.3,16.2,0,8,111,48627424,90665288
1587596445,14D-1179,bbid-2056x,-94.88,,,,,,,,,,,,,,,,
1587596345,14D-1179,,,CCE-id-1234,-22.67,82.84,-21.5,819,9,476.3,277.5,75.2,8539.1,73.4,3,10,142,18881565,12711579
1587597045,14D-1179,bbid-2056x,62.63,,,,,,,,,,,,,,,,
1587596945,14D-1179,,,CCE-id-1234,8.42,41.3,8.57,968,3,495.5,469.2,39.4,8330.1,202.0,9,4,207,19306420,92450065
1587597645,14D-1179,bbid-2056x,-13.2,,,,,,,,,,,,,,,,
1587597545,14D-1179,,,CCE-id-1234,69.2,81.57,-52.8,947,5,395.9,267.1,17.9,8230.5,255.7,2,2,127,52590126,11615449
1587598245,14D-1179,bbid-2056x,41.44,,,,,,,,,,,,,,,,
1587598145,14D-1179,,,CCE-id-1234,-40.22,-97.21,-2.55,248,9,294.5,31.4,95.1,3030.6,138.5,8,5,65,98951623,78928894
1587598845,14D-1179,bbid-2056x,79.78,,,,,,,,,,,,,,,,
1587598745,14D-1179,,,CCE-id-1234,-38.32,59.55,83.8,567,1,396.4,838.0,39.6,8193.9,54.2,4,10,52,65279598,28892621
1587599445,14D-1179,bbid-2056x,3.32,,,,,,,,,,,,,,,,
1587599345,14D-1179,,,CCE-id-1234,-27.62,-36.16,-15.29,493,2,583.6,78.3,88.8,7997.1,56.7,5,5,140,57058387,49014254
1587600045,14D-1179,bbid-2056x,-92.6,,,,,,,,,,,,,,,,
1587599945,14D-1179,,,CCE-id-1234,-6.34,-62.7,19.84,853,7,549.2,497.9,85.1,4403.2,180.1,10,9,201,43764634,73648934
1587600645,14D-1179,bbid-2056x,-77.12,,,,,,,,,,,,,,,,
1587600545,14D-1179,,,CCE-id-1234,-1.16,-41.38,67.85,160,3,95.1,339.3,47.0,7494.8,8.5,8,0,219,35654468,81844420
1587601245,14D-1179,bbid-2056x,60.4,,,,,,,,,,,,,,,,
1587601145,14D-1179,,,CCE-id-1234,-61.74,51.42,-21.69,771,10,532.4,339.0,10.0,931.7,257.9,8,4,169,57068314,62159613
1587601845,14D-1179,bbid-2056x,83.62,,,,,,,,,,,,,,,,
1587601745,14D-1179,,,CCE-id-1234,78.33,79.49,-91.71,331,5,68.4,620.2,51.8,9509.5,92.5,6,0,3,86721008,66748332
1587602445,14D-1179,bbid-2056x,97.6,,,,,,,,,,,,,,,,
1587602345,14D-1179,,,CCE-id-1234,-52.2,-75.17,-45.66,197,6,504.8,460.7,61.5,5900.1,256.6,3,3,113,28079502,20352034
1587603045,14D-1179,bbid-2056x,22.39,,,,,,,,,,,,,,,,
1587602945,14D-1179,,,CCE-id-1234,98.39,29.13,-77.89,683,0,411.6,943.5,65.6,586.9,132.0,6,2,68,83129036,43076450
1587603645,14D-1179,bbid-2056x,-37.64,,,,,,,,,,,,,,,,
1587603545,14D-1179,,,CCE-id-1234,92.1,-60.17,19.7,815,7,36.5,691.0,11.6,9691.9,177.3,0,7,250,45768081,88816206
1587604245,14D-1179,bbid-2056x,52.79,,,,,,,,,,,,,,,,
1587604145,14D-1179,,,CCE-id-1234,44.56,-87.17,-45.3,514,5,349.1,187.9,72.4,2914.7,227.6,7,3,68,96109633,81032819
1587604845,14D-1179,bbid-2056x,-3.5,,,,,,,,,,,,,,,,
1587604745,14D-1179,,,CCE-id-1234,-74.27,-9.74,31.77,652,7,311.8,237.0,42.9,7139.3,296.6,7,10,245,65958434,54523279
1587605445,14D-1179,bbid-2056x,67.67,,,,,,,,,,,,,,,,
1587605345,14D-1179,,,CCE-id-1234,-99.44,10.84,59.13,789,10,159.5,669.8,48.9,3131.6,105.9,3,8,186,86536180,20335914
1587606045,14D-1179,bbid-2056x,-95.8,,,,,,,,,,,,,,,,
1587605945,14D-1179,,,CCE-id-1234,-46.36,39.6,-55.16,487,5,407.9,457.2,11.7,9669.3,178.3,4,6,247,56690646,60494392
1587606645,14D-1179,bbid-2056x,49.54,,,,,,,,,,,,,,,,
1587606545,14D-1179,,,CCE-id-1234,-9.28,-76.44,87.7,16,9,448.5,733.8,76.5,3687.9,16.0,10,1,1,67606734,94921778
1587607245,14D-1179,bbid-2056x,-17.3,,,,,,,,,,,,,,,,
1587607145,14D-1179,,,CCE-id-1234,22.95,-27.68,-24.35,65,4,169.6,991.1,49.5,5328.5,230.0,9,0,57,67784428,39816531
1587607845,14D-1179,bbid-2056x,-4.61,,,,,,,,,,,,,,,,
1587607745,14D-1179,,,CCE-id-1234,-46.9,79.59,34.38,495,5,20.3,977.2,76.6,3714.1,281.5,8,6,210,60367090,61337028
1587608445,14D-1179,bbid-2056x,-44.79,,,,,,,,,,,,,,,,
1587608345,14D-1179,,,CCE-id-1234,-16.58,1.9,41.6,773,7,226.2,380.9,90.2,705.6,207.9,5,5,93,48202196,27323632
1587609045,14D-1179,bbid-2056x,0.26,,,,,,,,,,,,,,,,
1587608945,14D-1179,,,CCE-id-1234,0.37,51.5,-95.43,106,2,413.1,48.9,76.6,329.9,280.8,4,8,104,21264452,38872426
1587609645,14D-1179,bbid-2056x,-18.63,,,,,,,,,,,,,,,,
1587609545,14D-1179,,,CCE-id-1234,-75.38,-79.6,-96.7,994,8,103.8,413.5,16.5,4501.6,76.1,9,3,65,84222854,59428831
1587610245,14D-1179,bbid-2056x,93.83,,,,,,,,,,,,,,,,
1587610145,14D-1179,,,CCE-id-1234,50.43,-28.5,-96.1,726,0,79.6,608.9,4.9,4855.6,104.3,6,3,102,71526520,88679607
1587610845,14D-1179,bbid-2056x,3.46,,,,,,,,,,,,,,,,
1587610745,14D-1179,,,CCE-id-1234,-57.33,-73.68,-8.52,387,1,569.9,265.7,8.5,3770.6,294.1,2,5,230,85078702,59206628
1587611445,14D-1179,bbid-2056x,72.83,,,,,,,,,,,,,,,,
1587611345,14D-1179,,,CCE-id-1234,-33.58,55.8,46.65,315,3,381.1,362.4,37.2,5935.1,13.0,10,3,213,28605215,68499243
1587612045,14D-1179,bbid-2056x,-45.14,,,,,,,,,,,,,,,,
1587611945,14D-1179,,,CCE-id-1234,-88.6,-23.41,42.28,575,1,579.2,354.1,48.9,743.0,182.9,4,4,244,76209994,11907567
1587612645,14D-1179,bbid-2056x,71.43,,,,,,,,,,,,,,,,
1587612545,14D-1179,,,CCE-id-1234,-94.29,54.23,-47.13,559,4,290.2,128.2,25.1,4960.1,209.2,10,0,34,93865211,53079193
1587613245,14D-1179,bbid-2056x,16.76,,,,,,,,,,,,,,,,
1587613145,14D-1179,,,CCE-id-1234,8.1,-35.54,86.76,616,2,197.6,992.5,54.2,1389.6,7.2,6,2,253,46564503,26661794
1587613845,14D-1179,bbid-2056x,-72.61,,,,,,,,,,,,,,,,
1587613745,14D-1179,,,CCE-id-1234,-55.65,80.3,23.31,830,1,495.9,573.1,25.7,3794.9,182.9,3,10,170,88995476,96120949
1587614445,14D-1179,bbid-2056x,-24.94,,,,,,,,,,,,,,,,
1587614345,14D-1179,,,CCE-id-1234,89.78,31.73,-47.97,175,4,430.2,444.6,8.3,2819.2,288.6,7,6,196,92738135,85994938
1587615045,14D-1179,bbid-2056x,65.89,,,,,,,,,,,,,,,,
1587614945,14D-1179,,,CCE-id-1234,30.36,-51.77,-21.87,958,5,270.1,497.4,7.5,2629.5,265.4,2,6,230,30724818,21174944
1587615645,14D-1179,bbid-2056x,-63.6,,,,,,,,,,,,,,,,
1587615545,14D-1179,,,CCE-id-1234,-99.39,-65.94,1.32,768,2,462.3,369.8,85.0,9396.6,103.9,4,8,204,14109178,97172973
1587616245,14D-1179,bbid-2056x,-84.46,,,,,,,,,,,,,,,,
1587616145,14D-1179,,,CCE-id-1234,69.34,-86.17,72.32,84,2,121.4,634.7,34.6,3931.8,119.2,10,6,213,37897746,15406069
1587616845,14D-1179,bbid-2056x,11.47,,,,,,,,,,,,,,,,
1587616745,14D-1179,,,CCE-id-1234,63.95,18.73,-22.44,379,8,396.2,277.3,93.0,8335.2,282.9,3,5,139,67103206,81350490
1587617445,14D-1179,bbid-2056x,15.13,,,,,,,,,,,,,,,,
1587617345,14D-1179,,,CCE-id-1234,13.75,-64.78,-89.92,802,1,112.4,122.5,68.7,5012.5,217.9,8,10,125,26739383,98836671
1587618045,14D-1179,bbid-2056x,-83.51,,,,,,,,,,,,,,,,
1587617945,14D-1179,,,CCE-id-1234,-4.44,90.26,-89.93,746,4,140.9,107.2,4.2,3859.2,11.4,5,5,140,64886770,48090471
1587618645,14D-1179,bbid-2056x,25.2,,,,,,,,,,,,,,,,
1587618545,14D-1179,,,CCE-id-1234,0.94,15.27,-52.83,928,9,415.4,424.0,84.7,6286.0,30.2,3,1,254,60585410,82029118
1587619245,14D-1179,bbid-2056x,-44.93,,,,,,,,,,,,,,,,
1587619145,14D-1179,,,CCE-id-1234,19.97,74.99,6.41,720,2,188.8,969.9,91.8,4998.9,115.0,9,10,15,55950466,45187264
1587619845,14D-1179,bbid-2056x,-77.19,,,,,,,,,,,,,,,,
1587619745,14D-1179,,,CCE-id-1234,63.76,9.86,83.9,140,9,561.2,950.9,35.7,9497.3,137.8,8,4,62,50916154,33177467
1587620445,14D-1179,bbid-2056x,16.49,,,,,,,,,,,,,,,,
1587620345,14D-1179,,,CCE-id-1234,14.19,47.49,55.35,537,6,495.4,950.3,19.0,660.2,168.4,3,3,198,76764803,63127443
1587621045,14D-1179,bbid-2056x,39.2,,,,,,,,,,,,,,,,
1587620945,14D-1179,,,CCE-id-1234,-56.15,94.27,46.75,980,4,140.4,306.8,33.6,1958.9,187.6,4,8,183,51276372,17252857
1587621645,14D-1179,bbid-2056x,-76.4,,,,,,,,,,,,,,,,
1587621545,14D-1179,,,CCE-id-1234,-66.2,95.9,-99.87,969,1,25.7,462.5,45.3,8901.0,185.5,2,4,93,46334653,92897065
1587622245,14D-1179,bbid-2056x,64.76,,,,,,,,,,,,,,,,
1587622145,14D-1179,,,CCE-id-1234,92.27,-89.68,60.63,276,4,378.6,72.7,76.0,2746.7,31.8,3,5,222,31125449,30140025
1587622845,14D-1179,bbid-2056x,33.89,,,,,,,,,,,,,,,,
1587622745,14D-1179,,,CCE-id-1234,80.22,-23.28,-35.64,859,9,322.5,658.7,23.9,2797.2,222.8,9,10,6,82386286,11884585
1587623445,14D-1179,bbid-2056x,48.73,,,,,,,,,,,,,,,,
1587623345,14D-1179,,,CCE-id-1234,-54.96,47.34,-64.25,900,7,134.0,479.0,83.5,1158.7,66.5,3,5,111,41307552,38198963
1587624045,14D-1179,bbid-2056x,-49.9,,,,,,,,,,,,,,,,
1587623945,14D-1179,,,CCE-id-1234,-20.51,-30.58,-39.3,193,2,309.3,165.7,61.2,2853.4,232.9,4,9,198,32100555,67852449
1587624645,14D-1179,bbid-2056x,52.83,,,,,,,,,,,,,,,,
1587624545,14D-1179,,,CCE-id-1234,22.3,2.27,74.63,623,1,173.4,174.2,95.5,8387.8,134.2,4,1,133,90706209,45576559
1587625245,14D-1179,bbid-2056x,13.34,,,,,,,,,,,,,,,,
1587625145,14D-1179,,,CCE-id-1234,-65.82,-55.43,38.47,666,5,171.5,860.0,62.0,8768.9,284.1,5,8,120,34709969,24864800
1587625845,14D-1179,bbid-2056x,-19.77,,,,,,,,,,,,,,,,
1587625745,14D-1179,,,CCE-id-1234,-92.28,-80.0,98.76,179,3,530.9,989.8,0.9,3757.0,198.6,5,0,18,24679068,26120789
1587626445,14D-1179,bbid-2056x,11.39,,,,,,,,,,,,,,,,
1587626345,14D-1179,,,CCE-id-1234,-74.7,25.44,-13.79,208,3,393.6,567.0,15.0,9417.3,94.5,6,2,90,48382237,73666603
1587627045,14D-1179,bbid-2056x,-45.35,,,,,,,,,,,,,,,,
1587626945,14D-1179,,,CCE-id-1234,-5.39,96.81,-24.65,522,2,161.3,179.9,2.1,5534.1,185.0,8,2,194,54121372,16615488
1587627645,14D-1179,bbid-2056x,11.5,,,,,,,,,,,,,,,,
1587627545,14D-1179,,,CCE-id-1234,-28.9,-55.4,-11.74,225,3,547.7,560.1,82.9,7310.7,261.6,6,6,121,82024377,43188739
1587628245,14D-1179,bbid-2056x,-14.4,,,,,,,,,,,,,,,,
1587628145,14D-1179,,,CCE-id-1234,-40.7,38.2,15.15,654,3,60.6,118.5,31.9,8977.0,171.1,10,5,9,62705710,46034929
1587628845,14D-1179,bbid-2056x,23.71,,,,,,,,,,,,,,,,
1587628745,14D-1179,,,CCE-id-1234,26.22,-25.71,-64.1,996,2,563.9,406.5,68.5,2800.6,206.8,9,8,244,59688837,67615223
1587629445,14D-1179,bbid-2056x,65.83,,,,,,,,,,,,,,,,
1587629345,14D-1179,,,CCE-id-1234,49.56,35.35,66.42,108,7,251.1,348.3,89.8,7611.9,266.8,10,1,144,19979615,38613676
1587630045,14D-1179,bbid-2056x,-6.44,,,,,,,,,,,,,,,,
1587629945,14D-1179,,,CCE-id-1234,-7.35,-84.93,96.68,838,1,577.2,413.0,23.3,5630.7,297.6,3,7,125,13466838,33361682
1587630645,14D-1179,bbid-2056x,-30.59,,,,,,,,,,,,,,,,
1587630545,14D-1179,,,CCE-id-1234,81.47,84.92,-15.27,971,4,576.0,924.8,34.1,8930.1,96.1,5,1,193,38343686,22370891
1587631245,14D-1179,bbid-2056x,-65.14,,,,,,,,,,,,,,,,
1587631145,14D-1179,,,CCE-id-1234,-20.29,-1.94,18.87,7,10,375.6,988.3,23.2,4841.5,1.8,4,3,209,70787106,42271612
1587631845,14D-1179,bbid-2056x,9.48,,,,,,,,,,,,,,,,
1587631745,14D-1179,,,CCE-id-1234,-30.74,-71.12,2.88,927,0,312.0,338.4,14.6,6970.0,290.7,6,0,69,62666094,57753902
1587632445,14D-1179,bbid-2056x,46.18,,,,,,,,,,,,,,,,
1587632345,14D-1179,,,CCE-id-1234,-65.59,50.6,-44.74,352,6,149.7,139.1,26.2,5727.6,259.9,2,1,153,65906132,33099789
1587633045,14D-1179,bbid-2056x,-27.6,,,,,,,,,,,,,,,,
1587632945,14D-1179,,,CCE-id-1234,-80.68,-32.96,-10.8,694,3,121.0,273.4,4.2,9422.3,288.8,9,6,77,69164423,71288971
1587633645,14D-1179,bbid-2056x,-7.82,,,,,,,,,,,,,,,,
1587633545,14D-1179,,,CCE-id-1234,91.39,83.45,77.15,162,7,196.3,642.1,48.2,3902.6,174.4,5,1,38,21467296,97732725
1587634245,14D-1179,bbid-2056x,-33.79,,,,,,,,,,,,,,,,
1587634145,14D-1179,,,CCE-id-1234,-5.52,37.72,38.36,687,8,155.5,852.5,45.9,6233.8,155.7,8,3,195,63455180,97334466
1587634845,14D-1179,bbid-2056x,-40.2,,,,,,,,,,,,,,,,
1587634745,14D-1179,,,CCE-id-1234,-20.5,62.18,94.78,94,7,32.7,436.7,96.5,3359.7,49.0,4,2,224,40938628,85931026
1587635445,14D-1179,bbid-2056x,48.55,,,,,,,,,,,,,,,,
1587635345,14D-1179,,,CCE-id-1234,-42.36,14.11,47.58,427,4,75.0,46.4,60.6,6482.2,212.4,9,10,102,43474770,55999671
1587636045,14D-1179,bbid-2056x,-85.48,,,,,,,,,,,,,,,,
1587635945,14D-1179,,,CCE-id-1234,24.59,-60.45,-99.22,73,3,366.3,741.3,86.5,2853.2,234.3,1,1,161,87974616,27906390
1587636645,14D-1179,bbid-2056x,-4.99,,,,,,,,,,,,,,,,
1587636545,14D-1179,,,CCE-id-1234,73.58,-45.5,-84.13,775,3,475.9,648.4,16.6,4382.6,231.1,2,3,203,38099286,61286978
1587637245,14D-1179,bbid-2056x,-48.41,,,,,,,,,,,,,,,,
1587637145,14D-1179,,,CCE-id-1234,10.27,-0.17,-51.56,934,1,446.0,506.1,10.7,79.1,84.8,0,9,72,65363338,79860828
1587637845,14D-1179,bbid-2056x,85.3,,,,,,,,,,,,,,,,
1587637745,14D-1179,,,CCE-id-1234,-73.96,-48.73,-53.8,946,2,16.2,958.9,62.7,3157.5,116.2,9,0,69,72891171,75528468
1587638445,14D-1179,bbid-2056x,-24.45,,,,,,,,,,,,,,,,
1587638345,14D-1179,,,CCE-id-1234,24.53,-78.1,-85.34,499,1,550.7,700.3,4.1,9707.8,135.7,1,8,170,98188950,18876549
1587639045,14D-1179,bbid-2056x,-81.73,,,,,,,,,,,,,,,,
1587638945,14D-1179,,,CCE-id-1234,-54.75,-27.83,75.62,399,9,502.6,775.0,7.0,5845.1,127.0,7,0,180,98872294,28681968
1587639645,14D-1179,bbid-2056x,45.73,,,,,,,,,,,,,,,,
1587639545,14D-1179,,,CCE-id-1234,34.96,58.45,-39.36,977,9,562.7,224.0,19.8,9985.0,114.4,8,4,50,60105379,99968898
1587640245,14D-1179,bbid-2056x,38.29,,,,,,,,,,,,,,,,
1587640145,14D-1179,,,CCE-id-1234,-42.94,78.17,-51.96,768,2,254.3,624.7,85.2,3591.1,20.0,3,0,185,62709157,53097354
1587640845,14D-1179,bbid-2056x,50.46,,,,,,,,,,,,,,,,
1587640745,14D-1179,,,CCE-id-1234,92.97,20.4,34.88,101,9,522.2,330.9,97.3,8743.9,118.0,1,5,104,71321809,14027967
1587641445,14D-1179,bbid-2056x,-15.41,,,,,,,,,,,,,,,,
1587641345,14D-1179,,,CCE-id-1234,71.74,-79.19,-24.32,54,9,74.3,816.6,5.4,1866.2,220.9,3,10,181,72456871,34559907
1587642045,14D-1179,bbid-2056x,-59.85,,,,,,,,,,,,,,,,
1587641945,14D-1179,,,CCE-id-1234,78.59,99.58,-92.77,230,7,395.8,582.3,70.9,5948.9,293.0,10,4,29,85259266,59415386
1587642645,14D-1179,bbid-2056x,81.47,,,,,,,,,,,,,,,,
1587642545,14D-1179,,,CCE-id-1234,13.63,82.21,41.14,262,8,319.7,498.4,13.0,3413.5,130.8,8,9,162,34372630,39498038
1587643245,14D-1179,bbid-2056x,-15.12,,,,,,,,,,,,,,,,
1587643145,14D-1179,,,CCE-id-1234,-96.45,62.19,-45.29,44,0,364.0,269.9,46.9,3562.0,203.7,1,10,130,68638906,87900618
1587643845,14D-1179,bbid-2056x,-83.55,,,,,,,,,,,,,,,,
1587643745,14D-1179,,,CCE-id-1234,84.4,88.84,-31.3,895,4,593.2,427.7,66.9,5710.5,58.8,8,7,212,73826611,14765452
1587644445,14D-1179,bbid-2056x,-42.97,,,,,,,,,,,,,,,,
1587644345,14D-1179,,,CCE-id-1234,53.92,81.91,54.82,940,7,177.0,294.0,85.9,9520.1,295.9,1,10,156,42767394,35181684
1587645045,14D-1179,bbid-2056x,-92.57,,,,,,,,,,,,,,,,
1587644945,14D-1179,,,CCE-id-1234,-52.8,65.1,-79.67,718,3,35.5,611.7,95.5,9147.4,169.5,0,1,72,41782737,21387792
1587645645,14D-1179,bbid-2056x,55.0,,,,,,,,,,,,,,,,
1587645545,14D-1179,,,CCE-id-1234,-89.46,43.96,74.89,435,9,166.0,12.5,95.8,8312.0,265.5,0,1,164,36575979,12145494
1587646245,14D-1179,bbid-2056x,-38.38,,,,,,,,,,,,,,,,
1587646145,14D-1179,,,CCE-id-1234,-74.52,33.3,2.71,634,9,547.7,350.3,93.5,2429.6,90.7,2,9,53,12707843,75999334
1587646845,14D-1179,bbid-2056x,57.1,,,,,,,,,,,,,,,,
1587646745,14D-1179,,,CCE-id-1234,-97.1,-58.1,-94.96,745,6,293.4,855.9,45.0,553.5,87.3,3,5,158,87278343,76375903
1587647445,14D-1179,bbid-2056x,-5.4,,,,,,,,,,,,,,,,
1587647345,14D-1179,,,CCE-id-1234,65.94,15.97,37.79,114,1,59.6,380.1,41.7,4189.0,136.4,1,8,2,50341392,77999193
1587648045,14D-1179,bbid-2056x,-82.44,,,,,,,,,,,,,,,,
1587647945,14D-1179,,,CCE-id-1234,86.6,-44.35,72.69,969,5,195.4,973.9,65.9,1667.0,238.7,10,8,225,98335648,42069392
1587648645,14D-1179,bbid-2056x,-62.19,,,,,,,,,,,,,,,,
1587648545,14D-1179,,,CCE-id-1234,-62.99,84.8,-84.71,551,3,484.2,386.1,71.0,3892.9,6.3,10,3,112,12552393,67035783
1587649245,14D-1179,bbid-2056x,-45.1,,,,,,,,,,,,,,,,
1587649145,14D-1179,,,CCE-id-1234,83.19,87.86,8.44,394,6,303.6,178.6,28.8,1725.9,62.9,8,5,187,26647996,68458866
1587649845,14D-1179,bbid-2056x,45.32,,,,,,,,,,,,,,,,
1587649745,14D-1179,,,CCE-id-1234,-86.34,75.85,16.14,407,1,515.2,684.5,42.8,5856.7,193.9,10,0,155,87599065,86206227
1587650445,14D-1179,bbid-2056x,-95.78,,,,,,,,,,,,,,,,
1587650345,14D-1179,,,CCE-id-1234,-26.49,-28.53,-65.53,663,6,309.7,752.8,22.4,7772.3,169.6,6,4,186,50775674,78667114
1587651045,14D-1179,bbid-2056x,50.49,,,,,,,,,,,,,,,,
1587650945,14D-1179,,,CCE-id-1234,-28.4,-56.31,-75.22,850,10,180.4,472.0,68.8,5076.1,116.7,10,9,52,54021696,81617142
1587651645,14D-1179,bbid-2056x,60.82,,,,,,,,,,,,,,,,
1587651545,14D-1179,,,CCE-id-1234,70.19,7.72,12.26,743,9,448.4,780.4,4.4,7642.9,180.4,1,3,245,95813553,33560741
1587652245,14D-1179,bbid-2056x,69.16,,,,,,,,,,,,,,,,
1587652145,14D-1179,,,CCE-id-1234,-35.1,84.73,78.1,609,9,105.3,16.3,21.7,1117.5,133.3,10,6,49,44440276,21068308
1587652845,14D-1179,bbid-2056x,-11.96,,,,,,,,,,,,,,,,
1587652745,14D-1179,,,CCE-id-1234,-6.6,-81.92,67.89,931,8,148.5,719.1,88.5,4133.9,188.9,10,6,69,46491008,86348963
1587653445,14D-1179,bbid-2056x,97.19,,,,,,,,,,,,,,,,
1587653345,14D-1179,,,CCE-id-1234,-87.88,27.48,-84.5,130,0,220.1,255.8,12.2,2425.8,9.4,1,0,92,52208671,96316208
1587654045,14D-1179,bbid-2056x,66.92,,,,,,,,,,,,,,,,
1587653945,14D-1179,,,CCE-id-1234,88.36,88.14,-37.82,33,9,36.6,496.9,88.8,6312.0,267.6,6,1,4,19123148,31606351
1587654645,14D-1179,bbid-2056x,27.8,,,,,,,,,,,,,,,,
1587654545,14D-1179,,,CCE-id-1234,-77.41,-17.56,52.51,348,7,560.2,793.7,0.4,5227.7,209.9,8,0,69,42482466,13347480
1587655245,14D-1179,bbid-2056x,27.44,,,,,,,,,,,,,,,,
